"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"07/05/2015","19,827","19,564","19,880","19,458","1.18M","1.34%"
"06/05/2015","19,564","19,511","19,722","19,353","740.32K","-0.27%"
"05/05/2015","19,616","18,773","19,616","18,720","816.18K","4.49%"
"04/05/2015","18,773","19,089","19,353","18,720","880.66K","-1.66%"
"27/04/2015","19,089","19,564","19,669","19,089","346.38K","-2.69%"
"24/04/2015","19,616","19,616","19,669","19,511","318.87K","0.54%"
"23/04/2015","19,511","19,511","19,564","19,353","703.87K","0.00%"
"22/04/2015","19,511","19,353","19,564","19,353","1.15M","0.82%"
"21/04/2015","19,353","19,564","19,669","19,300","1.18M","-1.61%"
"20/04/2015","19,669","19,775","19,775","19,458","907.03K","-0.27%"
"17/04/2015","19,722","19,669","19,880","19,669","1.58M","0.27%"
"16/04/2015","19,669","19,300","19,827","19,247","1.78M","1.91%"
"15/04/2015","19,300","19,142","19,353","19,142","1.18M","0.55%"
"14/04/2015","19,195","19,300","19,353","19,142","1.88M","0.00%"
"13/04/2015","19,195","19,089","19,195","18,984","1.15M","1.11%"
"10/04/2015","18,984","18,878","19,195","18,878","975.42K","0.56%"
"09/04/2015","18,878","18,667","19,089","18,667","916.92K","0.84%"
"08/04/2015","18,720","18,825","18,878","18,667","1.79M","-0.84%"
"07/04/2015","18,878","18,720","18,931","18,509","1.20M","0.84%"
"06/04/2015","18,720","18,720","18,825","18,720","596.23K","-0.56%"
"03/04/2015","18,825","18,825","18,878","18,720","749.71K","0.00%"
"02/04/2015","18,825","18,456","18,878","18,404","927.65K","2.00%"
"01/04/2015","18,456","18,509","18,614","18,351","1.52M","-0.29%"
"31/03/2015","18,509","18,509","18,773","18,456","1.17M","0.00%"
"30/03/2015","18,509","18,509","18,720","18,509","1.14M","-0.56%"
"27/03/2015","18,614","18,456","18,773","18,404","2.50M","0.86%"
"26/03/2015","18,456","18,404","18,825","18,404","2.31M","-1.13%"
"25/03/2015","18,667","18,509","18,720","18,456","1.14M","0.28%"
"24/03/2015","18,614","18,456","18,667","18,193","2.82M","0.28%"
"23/03/2015","18,562","18,984","19,089","18,509","1.70M","-2.22%"
"20/03/2015","18,984","18,614","19,195","18,614","6.99M","1.41%"
"19/03/2015","18,720","18,773","18,773","18,614","1.76M","-0.84%"
"18/03/2015","18,878","18,773","18,931","18,614","525.46K","0.28%"
"17/03/2015","18,825","18,720","19,036","18,720","1.03M","1.13%"
"16/03/2015","18,614","18,456","19,142","18,456","3.56M","-3.82%"
"13/03/2015","19,353","19,511","19,722","19,353","857.89K","-0.27%"
"12/03/2015","19,405","19,195","19,458","19,195","651.40K","0.82%"
"11/03/2015","19,247","19,405","19,458","19,195","993.42K","-0.81%"
"10/03/2015","19,405","19,036","19,511","19,036","1.03M","1.09%"
"09/03/2015","19,195","19,669","19,669","19,036","2.03M","-2.41%"
"06/03/2015","19,669","19,933","20,038","19,353","2.43M","-1.58%"
"05/03/2015","19,985","20,407","20,407","19,985","1.19M","-2.32%"
"04/03/2015","20,460","20,460","20,460","20,091","768.76K","0.78%"
"03/03/2015","20,302","20,196","20,566","20,038","973.65K","0.26%"
"02/03/2015","20,249","20,196","20,407","19,880","535.63K","0.00%"
"27/02/2015","20,249","20,829","20,829","19,985","1.21M","-2.54%"
"26/02/2015","20,776","20,302","21,040","20,249","1.28M","3.41%"
"25/02/2015","20,091","20,513","21,040","20,091","1.53M","-2.31%"
"24/02/2015","20,566","19,511","20,566","19,353","1.74M","6.85%"
"13/02/2015","19,247","19,142","19,405","19,142","668.89K","0.55%"
"12/02/2015","19,142","19,722","19,722","19,142","996.70K","-2.16%"
"11/02/2015","19,564","19,195","19,669","19,142","916.04K","1.92%"
"10/02/2015","19,195","19,195","19,458","19,142","1.02M","0.56%"
"09/02/2015","19,089","18,878","19,353","18,720","1.74M","0.55%"
"06/02/2015","18,984","18,456","18,984","18,456","1.19M","3.15%"
"05/02/2015","18,404","17,665","18,456","17,665","1.40M","5.44%"
"04/02/2015","17,454","17,138","17,560","16,822","2.35M","-0.60%"
"03/02/2015","17,560","18,773","18,878","17,560","2.57M","-6.72%"
"02/02/2015","18,825","18,720","19,036","18,667","1.05M","0.00%"
"30/01/2015","18,825","19,405","19,405","18,773","2.00M","-3.25%"
"29/01/2015","19,458","19,722","19,722","19,405","1.02M","-1.34%"
"28/01/2015","19,722","19,142","19,827","18,984","2.31M","3.03%"
"27/01/2015","19,142","19,247","19,405","18,720","1.79M","-0.82%"
"26/01/2015","19,300","19,564","19,775","19,300","858.84K","-1.35%"
"23/01/2015","19,564","19,247","20,038","19,142","2.36M","2.49%"
"22/01/2015","19,089","18,667","19,458","18,404","3.28M","2.26%"
"21/01/2015","18,667","18,984","18,984","18,667","924.35K","-1.67%"
"20/01/2015","18,984","18,667","19,036","18,614","1.38M","1.70%"
"19/01/2015","18,667","19,195","19,616","18,667","1.59M","-2.48%"
"16/01/2015","19,142","19,405","19,405","19,036","1.17M","-1.36%"
"15/01/2015","19,405","19,616","19,933","19,405","1.87M","-1.61%"
"14/01/2015","19,722","19,405","20,091","19,405","4.03M","1.08%"
"13/01/2015","19,511","19,511","19,669","19,247","2.58M","-0.54%"
"12/01/2015","19,616","19,511","19,933","19,353","5.27M","0.81%"
"09/01/2015","19,458","18,404","19,511","18,404","3.94M","6.65%"
"08/01/2015","18,245","17,771","18,456","17,718","1.56M","2.97%"
"07/01/2015","17,718","17,982","18,245","17,454","2.46M","-1.18%"
"06/01/2015","17,929","16,822","17,929","16,822","2.90M","6.58%"
"05/01/2015","16,822","16,716","16,927","16,558","534.02K","0.00%"
